track_name,track_album_release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_popularity
You May Be Right,2010,0.564,0.975,-4.113,0.0493,0.217,2.06E-06,0.334,0.964,150.459,253787,32
A Warrior's Call,2010,0.374,0.903,-4.49,0.0825,7.50E-04,5.85E-06,0.244,0.429,109.118,263080,63
Pass Out,2010,0.693,0.891,-3.261,0.296,0.0281,0,0.143,0.532,91.1,268053,53
Constant Craving,2010,0.6,0.77,-5.559,0.0302,0.0603,4.79E-06,0.0967,0.321,128.473,277240,57
The Suburbs,2010,0.616,0.682,-6.148,0.0265,0.0578,0.0241,0.342,0.528,117.78,315200,69
O.N.E.,2010,0.603,0.936,-6.571,0.0447,0.00102,0.293,0.359,0.41,121.969,321013,46
Tante Lien,2010,0.768,0.654,-4.516,0.187,0.324,0.00101,0.0749,0.697,160.082,325467,41
Sprawl II (Mountains Beyond Mountains),2010,0.518,0.81,-6.445,0.029,0.016,0.0013,0.115,0.179,99.968,325547,63
Dark Allies,2010,0.497,0.926,-6.058,0.039,8.66E-04,0.00514,0.63,0.157,140.065,361680,0
Cinema (feat. Gary Go) - Radio Edit,2011,0.48,0.825,-2.549,0.0582,0.0645,0,0.263,0.369,129.9,182973,37
Rock It (Radio Edit),2011,0.895,0.597,-4.486,0.101,0.0048,0.136,0.0421,0.349,128.031,185125,8
Ð Ð°Ð½ Ð’Ð°ÑÑ Ð Ð°Ð½,2011,0.89,0.735,-6.412,0.456,0.0987,1.61E-04,0.179,0.257,79.98,198113,39
Ð“Ð¸Ð² Ð¼Ð¸ Ð¼Ð°Ð½Ð¸,2011,0.83,0.581,-7.941,0.242,0.054,0.00117,0.0933,0.801,88.02,199413,17
Ð›Ð°Ð¼Ð±Ð°Ð´Ð°,2011,0.845,0.664,-6.728,0.217,0.495,0.013,0.331,0.722,85.01,205961,17
Tacata' - Radio Edit,2011,0.817,0.853,-5.915,0.12,0.00868,0,0.35,0.605,126.951,210000,56
Desde Que No EstÃ¡s,2011,0.61,0.905,-7.323,0.0758,0.0814,1.03E-06,0.121,0.922,182.07,212160,45
ÐŸÑƒÐ»Ñ Ð½Ð° Ð²Ñ‹Ð»ÐµÑ‚,2011,0.733,0.533,-6.787,0.381,0.606,0,0.143,0.359,86.899,215133,23
Spectrum (Say My Name) - Calvin Harris Remix,2011,0.578,0.946,-3.85,0.0482,0.00225,0.00412,0.0966,0.588,126.092,218190,64
ÐÐµ Ñ…*Ð¹ Ð´ÐµÐ»Ð°Ñ‚ÑŒ,2011,0.848,0.473,-8.247,0.199,0.581,0.015,0.0787,0.757,159.983,220566,16
What You Want,2011,0.572,0.921,-2.623,0.0747,0.00615,0,0.228,0.494,121.982,221360,0
Angel With A Shotgun,2011,0.546,0.837,-5.13,0.0519,0.00549,0,0.387,0.402,124.007,221387,64
I Follow Rivers,2011,0.599,0.533,-14.032,0.0472,0.475,0.00153,0.235,0.607,122.262,228467,62
Serious,2011,0.661,0.547,-11.958,0.0287,0.7,0.00114,0.363,0.757,122.914,230240,16
Ð‘ÑƒÐ´Ñƒ Ð¿Ð¾Ð³Ð¸Ð±Ð°Ñ‚ÑŒ Ð¼Ð°Ð»Ð¾.Ð´Ñ‹Ð¼,2011,0.456,0.561,-8.574,0.387,0.38,0,0.255,0.319,82.455,230296,32
Under and Over It,2011,0.478,0.996,-2.996,0.188,1.40E-05,0,0.304,0.116,75.959,230748,0
ÐšÑ€Ð¸Ð¼Ð¸Ð½Ð°Ð»,2011,0.717,0.411,-8.34,0.233,0.544,6.33E-04,0.0766,0.244,85.017,233546,50
Turn It Down (with Rebecca & Fiona) - Radio Edit,2011,0.509,0.669,-7.922,0.0455,0.0536,0.00835,0.339,0.413,126.971,238360,13
Mode - Jay Hardway Remix,2011,0.701,0.657,-4.622,0.118,0.0131,0.133,0.104,0.353,128.006,238771,0
Midnight City,2011,0.526,0.712,-6.525,0.0356,0.0161,0,0.179,0.32,105.009,241440,71
Ð§ÐŸ,2011,0.847,0.433,-5.846,0.771,0.116,0,0.384,0.587,80.036,244344,26
My Body,2011,0.488,0.909,-6.591,0.0929,0.0011,1.02E-05,0.456,0.643,129.774,244400,64
ÐžÐ»Ð¸Ð½Ð° Ð¿Ð¾Ð¿Ð°,2011,0.815,0.42,-9.05,0.42,0.159,0.00137,0.0641,0.595,83.781,247176,20
Lessons In Love (feat. Neon Trees),2011,0.585,0.814,-4.335,0.054,0.0265,1.26E-05,0.133,0.597,127.989,247693,23
The Fire,2011,0.42,0.89,-4.603,0.0434,5.78E-04,5.87E-05,0.254,0.362,140.011,249333,33
Cough Syrup,2011,0.534,0.721,-7.307,0.0417,0.0343,6.24E-06,0.115,0.225,128.978,249520,70
Fuiste TÃº,2011,0.591,0.672,-3.515,0.0375,0.622,0,0.112,0.267,139.939,265307,74
Psychic Driving,2011,0.551,0.676,-8.075,0.0266,0.0206,0.596,0.0667,0.336,120.035,277803,17
Rattle - Original Mix,2011,0.744,0.957,-4.8,0.0519,0.00152,0.884,0.352,0.529,127.991,287184,41
Army of Two,2011,0.471,0.801,-3.683,0.0419,0.196,1.22E-05,0.232,0.69,184.113,287547,31
Great Southern Land - Remastered,2011,0.72,0.828,-5.615,0.028,0.225,1.72E-04,0.0602,0.44,120.141,317760,0
ÐžÑ‚Ð¼ÐµÐ»Ð¸,2011,0.797,0.465,-8.454,0.381,0.0186,7.30E-06,0.111,0.648,75.975,321875,21
Querida,2011,0.354,0.387,-10.774,0.0316,0.384,0,0.124,0.467,179.173,323933,60
No Beef,2011,0.74,0.828,-5.17,0.0405,0.0194,0.316,0.0585,0.259,127.969,362000,39
Bossaura,2011,0.579,0.826,-5.009,0.342,0.138,0,0.147,0.311,87.728,364720,0
Is This How the End Comes,2011,0.777,0.708,-13.31,0.0595,0.0478,0.883,0.0639,0.804,127.989,456725,1
Classic,2012,0.72,0.791,-4.689,0.124,0.0384,0,0.157,0.756,102.071,175427,77
Every Day - Radio Edit,2012,0.45,0.87,-4.784,0.0469,4.00E-04,0.0734,0.434,0.164,125.97,175520,0
Me LlamarÃ© Tuyo - Remix Version,2012,0.734,0.856,-6.301,0.0506,0.0532,9.96E-06,0.19,0.61,110.007,181880,40
Dime Si VolverÃ¡s,2012,0.716,0.826,-6.457,0.0555,0.0121,0,0.249,0.866,120.014,186960,33
Pasatiempo,2012,0.745,0.924,-5.015,0.0424,0.00538,1.04E-06,0.0335,0.917,98.065,198827,32
Timber (feat. Ke$ha),2012,0.581,0.963,-4.087,0.0981,0.0295,0,0.139,0.788,129.992,204160,76
Yo Se Que Tu Quieres (feat. Ã‘engo Flow),2012,0.627,0.798,-4.746,0.112,0.297,0,0.133,0.896,180.051,208118,58
Cada Vez,2012,0.697,0.808,-5.265,0.0337,0.365,0,0.3,0.759,104.998,210988,0
Backseat Freestyle,2012,0.546,0.651,-7.601,0.3,7.39E-04,0,0.235,0.646,77.878,212653,67
Volver a Sonreir (Version Barrio),2012,0.722,0.878,-5.484,0.0451,0.205,4.54E-06,0.101,0.454,110.006,213612,0
Conquista,2012,0.736,0.922,-4.333,0.042,0.42,0,0.244,0.834,114.018,217223,0
Stay The Night - Featuring Hayley Williams Of Paramore,2012,0.596,0.738,-3.109,0.0411,0.109,0,0.0947,0.461,127.961,217347,61
Push Play,2012,0.604,0.921,-1.44,0.0459,0.0868,0,0.0841,0.252,130.03,219360,39
Crazy Swing,2012,0.931,0.71,-4.677,0.0553,0.139,3.28E-05,0.0803,0.821,125.043,223507,25
Turbulence - Radio Edit,2012,0.694,0.947,-1.721,0.081,0.00625,0.256,0.117,0.288,130.024,228010,36
El Toque del Amor,2012,0.784,0.84,-4.854,0.14,0.0677,0,0.146,0.886,100.022,228600,27
DÃ³nde estÃ¡ el amor (feat. Jesse & Joy),2012,0.597,0.848,-5.458,0.0406,0.173,0,0.373,0.324,139.876,233896,70
Solamente tÃº,2012,0.519,0.419,-6.276,0.033,0.457,0,0.161,0.266,140.033,247187,57
Elements,2012,0.423,0.746,-6.912,0.0582,0.0385,1.33E-05,0.21,0.214,139.804,247422,51
Dreamers,2012,0.603,0.892,-6.052,0.0319,0.0811,1.79E-04,0.0873,0.656,102.516,249261,46
EnamorÃ¡ndome de Ti,2012,0.662,0.936,-4.902,0.0563,0.155,0,0.0728,0.963,108.034,251472,0
Escribo Rap Con R de RevoluciÃ³n,2012,0.789,0.659,-6.625,0.367,0.234,0,0.22,0.816,87.93,257187,0
Crystallize,2012,0.44,0.623,-8.228,0.0316,8.56E-04,0.0586,0.103,0.0563,140.006,258800,55
Good Intentions - LP Mix,2012,0.718,0.739,-12.43,0.0643,0.037,0.941,0.0948,0.94,119,269667,49
Puetas SubterrÃ¡neos,2012,0.635,0.604,-5.585,0.437,0.172,0,0.127,0.596,88.261,291027,0
Kid A,2012,0.653,0.433,-11.264,0.043,0.81,0.223,0.237,0.577,104.667,292693,33
Poetic Justice,2012,0.779,0.572,-9.985,0.378,0.157,0,0.246,0.647,135.956,300160,68
Bitch. Donâ€™t Kill My Vibe,2012,0.587,0.698,-8.948,0.0943,0.0152,0,0.442,0.0985,133.954,310720,64
Brilliant White,2012,0.604,0.697,-7.487,0.0282,0.589,6.49E-05,0.112,0.637,104.033,314920,21
JeremÃ­as 17-5,2012,0.644,0.791,-4.587,0.273,0.157,0,0.314,0.408,91.753,318328,68
m.A.A.d city,2012,0.487,0.729,-6.815,0.271,0.0538,4.07E-06,0.44,0.217,91.048,350120,65
The Recipe - Bonus Track,2012,0.759,0.782,-6.975,0.0741,5.89E-04,0,0.35,0.507,131.04,352853,60
Looking Back - Walden Remix,2012,0.591,0.843,-5.159,0.0347,0.0125,0.00275,0.0807,0.251,130.019,360010,8
Bong,2012,0.464,0.995,-3.705,0.163,0.0126,0.777,0.241,0.351,127.994,362930,39
Pursuit of Happiness - Steve Aoki Remix,2012,0.723,0.556,-11.394,0.0709,0.0163,0.0026,0.0505,0.608,128.027,373055,4
Get Up (Rattle) - Vocal Edit,2013,0.801,0.981,-2.74,0.0656,0.0217,5.30E-06,0.299,0.809,127.981,168133,32
Chuck Norris - Radio Edit,2013,0.735,0.948,-5.503,0.059,3.39E-04,0.853,0.289,0.794,128.038,175251,3
Safe And Sound,2013,0.655,0.819,-4.852,0.0316,1.76E-04,0.00374,0.104,0.766,117.956,192790,77
Many Ways - Radio Edit,2013,0.581,0.64,-8.367,0.0365,0.0266,0,0.572,0.288,128.001,196993,27
Like Home - Radio Mix,2013,0.574,0.889,-2.803,0.0404,0.117,6.70E-05,0.333,0.223,127.914,200156,38
Ð’ÑÐµÐ»ÐµÐ½Ð½Ð°Ñ,2013,0.672,0.454,-8.729,0.139,0.818,1.08E-05,0.355,0.614,83.14,211497,36
Gemini,2013,0.414,0.525,-7.549,0.0292,0.506,3.32E-04,0.132,0.177,148.283,212693,49
Por una camarera,2013,0.824,0.683,-4.361,0.0322,0.165,5.60E-06,0.784,0.964,134.976,214781,6
Klsp,2013,0.469,0.919,-3.55,0.0434,0.0753,2.66E-06,0.096,0.463,85.064,216507,47
Chartreuse,2013,0.682,0.699,-5.816,0.0357,0.0808,0.0227,0.0846,0.831,104.999,218807,45
Bring It,2013,0.498,0.975,-4.372,0.074,2.23E-04,2.28E-06,0.0999,0.336,100.014,219720,51
Kangaroo Court,2013,0.76,0.579,-5.079,0.0388,0.00715,6.79E-04,0.0304,0.975,99.979,223187,64
Even When The Water's Cold,2013,0.709,0.831,-6.847,0.0391,0.108,0.00128,0.159,0.866,104.971,227067,52
Love Somebody,2013,0.673,0.713,-7.152,0.0425,0.118,5.16E-06,0.222,0.559,82.994,227760,6
One Girl / One Boy,2013,0.702,0.851,-5.747,0.0407,0.00255,5.94E-05,0.322,0.87,117.004,243627,48
Alps,2013,0.417,0.882,-5.314,0.0415,0.056,0.0171,0.107,0.259,136.269,246533,44
Love Hate Relationship,2013,0.483,0.946,-5.301,0.133,0.00886,0,0.153,0.459,171.982,253947,37
Ð“Ð¾Ñ€Ð¾Ð´ Ð´Ð¾Ñ€Ð¾Ð³,2013,0.683,0.807,-8.362,0.257,0.0504,0,0.211,0.734,168.03,268841,26
La Vuelta al Mundo,2013,0.542,0.752,-8.944,0.362,0.356,0,0.0415,0.593,87.276,279960,0
Wind In Her Hair,2013,0.32,0.749,-5.137,0.0382,0.0301,0.00201,0.357,0.186,126.064,281293,44
Thinking out Loud,2013,0.781,0.445,-6.061,0.0295,0.474,0,0.184,0.591,78.998,281560,67
Jeepney,2013,0.446,0.739,-5.803,0.0367,0.449,0,0.52,0.27,85.344,322933,58
Mystica - Original Mix,2013,0.711,0.606,-7.552,0.0535,0.0541,0.837,0.0991,0.433,128.003,338440,30
Safe And Sound - Dzeko And Torresâ€™ Digital Dreamin Remix,2013,0.611,0.825,-4.964,0.0321,3.37E-04,0.139,0.215,0.323,126,343033,38
Ð’ÑÐµÐ¼ Ð½Ð°ÑˆÐ¸Ð¼ Ð±Ñ€Ð°Ñ‚ÑŒÑÐ¼,2013,0.684,0.64,-5.41,0.13,0.49,3.54E-06,0.298,0.543,86.026,355814,19
Smash the Funk,2013,0.579,0.886,-2.564,0.0479,0.00178,0.655,0.19,0.399,102.993,410204,45
Kannste ma sehn,2014,0.623,0.965,-4.686,0.263,0.105,0,0.0723,0.478,92.54,159009,26
Locket,2014,0.544,0.427,-8.33,0.0298,0.174,0.0248,0.133,0.186,139.939,181400,39
All Over,2014,0.552,0.931,-5.166,0.053,0.00836,0,0.0551,0.666,158.036,182653,54
Killing My Love - Radio Edit,2014,0.206,0.785,-5.168,0.0376,0.0988,1.11E-05,0.0869,0.214,145.226,194047,18
I Got U - Radio Edit,2014,0.633,0.841,-4.434,0.0558,0.011,0.0144,0.152,0.547,120.85,200253,20
Kidnap Me,2014,0.312,0.789,-6.29,0.0615,0.0251,1.05E-05,0.186,0.82,176.745,202200,47
What About Love,2014,0.632,0.784,-7.457,0.0393,1.57E-04,3.60E-05,0.037,0.278,100.019,203344,53
All I Ever Need,2014,0.708,0.647,-6.128,0.0298,0.117,0,0.111,0.654,129.95,213747,71
Mama Ain't Proud,2014,0.687,0.809,-1.726,0.123,0.0887,0,0.123,0.399,90.096,226227,27
Mmm Yeah (feat. Pitbull),2014,0.712,0.922,-3.902,0.0411,0.00266,1.90E-06,0.268,0.976,125.984,231625,64
Runaway - Maths Time Joy Remix,2014,0.629,0.486,-12.178,0.0426,0.0962,0.103,0.0842,0.274,150.005,260199,0
Stay Swing,2014,0.71,0.915,-4.548,0.0979,0.0208,0.0311,0.333,0.922,128.047,272144,0
Shake The Earth (feat. Lyon Hart) (OLWIK Remix),2014,0.55,0.854,-4.248,0.0422,0.05,1.91E-05,0.159,0.384,127.973,288014,0
My Demons,2014,0.274,0.652,-6.196,0.0625,0.00768,6.42E-05,0.108,0.1,173.009,288036,70
Biggest Joke Of All,2014,0.876,0.347,-8.571,0.385,0.542,7.12E-04,0.0675,0.376,98.091,325216,41
Ð—Ð°ÐºÐ¾Ð»Ð¾Ñ‡ÐµÐ½Ð½Ð¾Ðµ,2014,0.747,0.673,-6.601,0.194,0.462,0.00106,0.153,0.124,92.972,340025,24
The Sun - Klingande Remix Radio Edit,2015,0.612,0.761,-6.783,0.307,0.0935,0.355,0.146,0.46,124.928,210376,56
Tenemos Callo Amarillo,2015,0.745,0.651,-7.94,0.374,0.182,0,0.128,0.696,164.023,213448,11
Say My Name - Remix Edit,2015,0.617,0.896,-5.262,0.0653,0.00901,0,0.635,0.6,125.057,222240,31
Pegadito Suavecito,2015,0.777,0.892,-3.54,0.0303,0.186,8.93E-06,0.0747,0.821,115.02,226120,50
See You Again (feat. Charlie Puth),2015,0.689,0.481,-7.503,0.0815,0.369,1.03E-06,0.0649,0.283,80.025,229526,80
Vanille fraise,2015,0.767,0.547,-11.458,0.0474,0.0399,0.485,0.0949,0.66,103.03,238183,63
ÐŸÑ€Ð¾ÑÑ‚Ð¸ Ð¼Ð°Ð¼Ð°,2015,0.736,0.665,-5.642,0.0773,0.362,0,0.116,0.578,150.043,242338,28
Andamos en el Vuelo,2015,0.711,0.826,-3.371,0.123,0.297,0,0.272,0.649,87.023,246107,4
ComencÃ© una Historia,2015,0.665,0.614,-9.515,0.0538,0.0169,5.85E-04,0.565,0.141,127.972,249854,0
Burning House (feat. Aaron Krause),2015,0.445,0.415,-9.829,0.0418,0.476,1.32E-04,0.114,0.15,135.61,251559,40
Vida de Ghetto,2015,0.705,0.834,-5.555,0.143,0.141,0,0.481,0.802,80.99,278377,6
Affection,2015,0.408,0.415,-11.257,0.0248,0.503,0.906,0.105,0.275,89.801,311000,61
Devotion (feat. Shawnee Taylor) - Amine Edge & DANCE Remix,2015,0.849,0.705,-6.209,0.0381,0.0642,0.0293,0.0792,0.646,122.002,347622,13
Die of Thirst,2016,0.358,0.544,-6.576,0.0299,0.00432,0.901,0.126,0.0397,130.803,142618,30
Hear Me Now,2016,0.778,0.463,-7.603,0.0389,0.546,0.00289,0.0731,0.496,121.999,194840,75
Chantaje,2016,0.859,0.756,-3.36,0.0643,0.168,4.65E-05,0.163,0.91,102.033,195613,15
I Would Like,2016,0.486,0.713,-3.949,0.0524,0.0853,0,0.0839,0.297,121.028,226720,8
Play That Song,2016,0.393,0.825,-1.746,0.06,0.0238,2.95E-06,0.0951,0.544,99.188,241360,4
Levantando Bandera,2016,0.686,0.722,-6.351,0.26,0.201,0,0.48,0.84,83.98,246857,0
Wicked Game - Recorded Live at St Canice Cathedral. Kilkenny,2016,0.549,0.177,-15.09,0.0363,0.877,0.0056,0.681,0.18,113.379,271406,62
AquÃ­ Como en el Cielo - Artury Pepper Remix,2016,0.614,0.699,-8.789,0.0691,0.00748,3.07E-05,0.142,0.212,147.968,297824,0
Celebramos - Artury Pepper Remix,2016,0.715,0.916,-5.138,0.142,0.00196,2.30E-06,0.0692,0.718,128.01,316723,0
Bae - KVR Remix,2017,0.762,0.562,-8.648,0.0363,0.08,0,0.0806,0.683,101.965,197653,0
Kill Jill,2017,0.771,0.527,-6.798,0.232,0.205,0,0.0978,0.113,139.934,266857,1
çœŸã£èµ¤ãªå¤ªé™½,2019,0.612,0.843,-4.552,0.0431,0.152,0.00163,0.402,0.322,125.997,181187,29
Lost in the Fire,2019,0.663,0.675,-12.159,0.0359,0.0863,0.00133,0.117,0.176,101.004,202093,20
