track_name,track_album_release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,track_popularity
Rub You The Right Way,1990,0.667,0.874,-6.937,0.0441,0.0163,0.00246,0.322,0.865,111.871,333800,35
Nothing but a Pary,1990,0.71,0.817,-9.556,0.0672,5.31E-04,1.87E-06,0.168,0.928,113.874,343040,18
Silent Lucidity - Remastered/2003,1990,0.462,0.628,-5.659,0.0274,0.0534,2.50E-04,0.12,0.0981,140.049,347760,61
I Like The Way,1990,0.724,0.692,-5.109,0.0333,0.0595,0.0108,0.0316,0.732,104.086,350267,54
The Humpty Dance,1990,0.813,0.693,-8,0.266,0.0341,0,0.121,0.618,103.508,391693,5
I'll Give All My Love to You,1990,0.576,0.377,-13.294,0.0397,0.529,0,0.137,0.278,139.942,392200,36
Jerk Out #3,1990,0.792,0.897,-6.777,0.0537,0.0239,9.99E-04,0.0491,0.9,120.639,409333,30
Merry Go Round,1990,0.56,0.55,-13.143,0.0596,0.189,0,0.0821,0.549,131.829,450907,30
Quik's Groove,1991,0.738,0.302,-16.177,0.17,0.0159,0.917,0.115,0.836,93.311,108800,31
It's A Man's. Man's. Man's World,1991,0.646,0.35,-11.539,0.0486,0.665,1.22E-04,0.0472,0.552,80.882,167067,51
Diary Of A Madman,1991,0.793,0.676,-10.332,0.281,0.0865,9.59E-06,0.304,0.499,94.002,184027,21
Strawberry Letter 23,1991,0.812,0.834,-7.722,0.0375,0.0663,4.43E-04,0.115,0.817,106.425,196880,21
Born and Raised In Compton,1991,0.733,0.442,-14.498,0.37,0.0239,0,0.133,0.86,181.634,205560,44
To Be with You - 2010 Remastered Version,1991,0.687,0.375,-9.601,0.0536,0.286,0,0.133,0.45,83.642,210480,5
Money And The Power,1991,0.898,0.381,-15.538,0.278,0.42,1.99E-05,0.11,0.834,150.154,229640,25
April's Fool,1991,0.496,0.801,-8.524,0.0844,0.04,0.00464,0.0392,0.852,200.258,237840,1
Romantic,1991,0.68,0.941,-7.509,0.0374,0.484,7.43E-05,0.0656,0.823,110.264,247160,35
Bailar la Soca,1991,0.665,0.811,-12.789,0.0401,0.0852,0.00819,0.292,0.935,119.978,249893,15
Get Up Offa That Thing,1991,0.883,0.664,-10.395,0.411,0.225,2.30E-06,0.941,0.8,118.104,250200,53
"Now That We Found Love - 7"" Radio",1991,0.749,0.73,-13.919,0.0639,0.0291,0,0.137,0.676,119.975,258840,23
My Heart Is Failing Me,1991,0.617,0.578,-10.632,0.0255,0.173,0,0.129,0.518,90.502,260133,17
Rica y Apretadita (feat. Anayka),1991,0.846,0.85,-5.707,0.0509,0.162,0,0.355,0.816,115.341,261867,60
Every Time My Heart Beats,1991,0.589,0.797,-9.139,0.053,0.0602,0,0.171,0.932,188.014,269027,7
Good Vibrations,1991,0.711,0.951,-8.406,0.0537,0.00189,0.366,0.0229,0.903,121.656,269307,57
The Way I Feel About You,1991,0.673,0.888,-7.056,0.0364,0.261,1.34E-04,0.234,0.801,110.772,275467,29
Love Me To The End,1991,0.483,0.76,-9.758,0.0563,0.224,0.625,0.0929,0.154,148.075,278200,0
New Jack Hustler (Nino's Theme),1991,0.83,0.859,-9.213,0.124,9.71E-04,0,0.214,0.654,109.321,283307,45
Hold You Tight,1991,0.739,0.675,-9.194,0.0444,0.0545,0.0112,0.0632,0.643,100.054,284345,33
She's All That,1991,0.767,0.774,-8.911,0.0788,0.0272,0,0.293,0.622,108.014,288973,17
Round and Round - Soul Mix Edit,1991,0.79,0.591,-8.805,0.0935,0.00335,0.00733,0.0338,0.725,107.197,293053,36
Right Down to It,1991,0.743,0.584,-11.274,0.0281,0.104,0,0.0755,0.818,91.914,294267,18
How I Want You,1991,0.644,0.623,-9.169,0.0521,0.195,2.66E-04,0.0769,0.821,83.191,297267,17
Confused,1991,0.532,0.53,-9.648,0.0287,0.0514,0,0.136,0.295,157.815,297760,26
Beside You,1991,0.362,0.486,-8.241,0.0287,0.563,0,0.151,0.275,74.77,299227,13
Don't Remind Me,1991,0.811,0.913,-9.846,0.049,0.0162,0.00323,0.0667,0.637,114.114,301533,3
Gotta Learn My Rhythm,1991,0.777,0.787,-10.401,0.0764,0.0434,6.39E-06,0.19,0.857,104.976,303333,8
Yellow Ledbetter,1991,0.504,0.354,-11.3,0.0339,0.29,4.71E-06,0.157,0.292,140.87,303587,69
Feel the Bass III,1991,0.647,0.193,-17.181,0.0529,0.0274,0.867,0.0974,0.262,170.535,304467,36
Rhythm Is A Dancer - 12'' Version,1991,0.768,0.874,-7.303,0.034,0.117,0.0628,0.0842,0.839,124.251,316133,12
Metalhammer,1991,0.813,0.869,-4.416,0.043,0.0257,0.119,0.0943,0.531,124.981,322667,0
Whack It On Me,1991,0.761,0.77,-11.63,0.107,0.052,4.23E-05,0.327,0.581,100.097,323493,2
Why Me Baby?,1991,0.718,0.524,-10.215,0.0282,0.0161,6.10E-06,0.195,0.345,132.782,327973,29
Mr. Scarface,1991,0.915,0.518,-13.501,0.32,0.0696,0,0.183,0.574,97.049,352432,31
If You Need Me,1992,0.369,0.244,-13.133,0.0301,0.0996,1.32E-04,0.584,0.508,171.747,153507,24
We Are The Champions,1992,0.281,0.312,-14.576,0.033,0.45,1.26E-06,0.0949,0.221,90.143,180800,0
Anarchy In The UK,1992,0.362,0.933,-9.68,0.0885,0.244,2.42E-05,0.422,0.198,134.201,212093,0
I Had a Dream. Joe - 2010 Remastered Version,1992,0.354,0.873,-6.016,0.0588,0.00107,0,0.207,0.35,129.139,222613,29
Ill Street Blues (Illest Version),1992,0.723,0.57,-12.316,0.463,0.111,0,0.174,0.918,178.112,229333,29
Spinnin,1992,0.764,0.651,-9.667,0.0411,0.00841,0.00128,0.0407,0.599,104.38,243693,13
Baby It's You,1992,0.711,0.703,-10.744,0.0523,6.48E-04,2.33E-06,0.313,0.739,106.698,246560,20
Jus Lyke Compton,1992,0.805,0.566,-12.604,0.177,0.055,0,0.582,0.658,94.65,251373,45
Pimpin' Lyrics,1992,0.865,0.401,-12.873,0.376,0.00666,2.63E-05,0.105,0.433,161.844,255293,6
Live and Learn,1992,0.745,0.891,-9.464,0.0746,0.0867,0,0.124,0.654,106.641,262333,38
Try My Love,1992,0.819,0.497,-15.495,0.113,0.194,0,0.0761,0.752,103.307,264893,32
Life Is A Highway,1992,0.683,0.751,-10.184,0.0346,0.0681,8.36E-06,0.248,0.841,103.036,266560,62
Do You Everynite,1992,0.726,0.802,-7.392,0.0708,0.0133,0,0.0924,0.624,107.056,270280,7
Freak Me,1992,0.697,0.608,-10.976,0.0463,0.0295,0,0.276,0.725,133.879,274533,58
Vivir Sin Aire,1992,0.67,0.528,-8.036,0.0261,0.105,1.03E-04,0.224,0.384,132.31,291493,60
With All My Heart,1992,0.648,0.709,-7.88,0.0521,0.0466,0.0537,0.0632,0.688,99.887,293373,11
Killing In The Name,1992,0.466,0.833,-4.215,0.304,0.0266,0,0.0327,0.661,88.785,313573,78
Happy Days,1992,0.697,0.544,-8.879,0.0602,0.00185,0,0.223,0.526,94.303,318933,34
Laid,1993,0.457,0.909,-9.451,0.0317,0.0016,2.76E-04,0.135,0.755,115.998,156667,64
Today - Remastered,1993,0.456,0.826,-7.611,0.0268,3.35E-05,0.57,0.0548,0.415,82.539,201173,4
Hoy - Spanish Version,1993,0.624,0.687,-6.96,0.0359,0.483,0,0.114,0.655,98.078,207267,51
Gin And Juice (feat. Dat Nigga Daz),1993,0.549,0.853,-4.293,0.188,0.0285,2.96E-04,0.618,0.346,94.695,211493,72
Serial Killa (feat. The D.O.C.. Tha Dogg Pound & RBX),1993,0.697,0.943,-4.954,0.175,0.00269,0,0.0773,0.754,99.468,212853,55
Janice,1993,0.794,0.632,-9.358,0.121,0.0189,1.09E-05,0.0997,0.85,133.139,214547,31
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),1993,0.47,0.83,-5.35,0.115,0.00474,0,0.339,0.587,90.967,218187,58
How Many MC's...,1993,0.876,0.657,-11.17,0.169,0.0171,0.00188,0.217,0.595,88.966,220040,40
You Look Like Rain,1993,0.56,0.184,-19.301,0.0612,0.654,8.46E-05,0.142,0.31,100.596,220040,49
ã‚·ãƒ³ãƒ—ãƒ«ãƒ»ãƒ©ãƒ–,1993,0.636,0.836,-9.616,0.0619,0.0186,2.20E-05,0.228,0.801,127.027,240133,37
Mirala Miralo,1993,0.669,0.889,-5.472,0.0318,0.0046,1.49E-05,0.091,0.58,122.102,240933,61
Who Am I (What's My Name)?,1993,0.692,0.833,-3.974,0.0492,1.36E-04,1.98E-05,0.515,0.692,96.814,246320,70
Ain't No Fun (If the Homies Cant Have None) (feat. Nate Dogg. Warren G & Kurupt),1993,0.84,0.798,-5.079,0.0699,0.045,4.32E-05,0.172,0.695,100.175,246347,63
ã‚«ãƒŠãƒ‡ã‚£ã‚¢ãƒ³ãƒ»ãƒ©ãƒ©ãƒã‚¤,1993,0.542,0.73,-10.729,0.0328,0.152,5.79E-04,0.0721,0.488,82.971,246600,27
Summer Bunnies,1993,0.692,0.766,-7.819,0.286,0.3,0,0.0445,0.707,191.826,253013,0
Born To Roll - Jeep Ass Niguh Remix,1993,0.8,0.658,-9.591,0.254,0.00436,0,0.109,0.674,92.064,254533,39
Bump n' Grind,1993,0.466,0.456,-8.99,0.0424,0.129,0,0.352,0.644,130.113,255027,0
I Got Cha Opin,1993,0.726,0.398,-12.767,0.241,0.213,0.155,0.127,0.536,91.599,255200,36
Who Got Da Props,1993,0.805,0.653,-11.251,0.185,0.138,0,0.1,0.257,100.349,270067,55
What Is Love,1993,0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871,270373,70
The Right Kind of Love,1993,0.717,0.634,-7.736,0.036,0.115,0,0.0782,0.896,178.064,273933,31
Gz And Hustlas (feat. Nancy Fletcher),1993,0.652,0.814,-4.901,0.31,0.164,0,0.36,0.788,91.888,275893,56
Tha Shiznit,1993,0.769,0.691,-4.59,0.0563,0.00197,0,0.298,0.681,96.792,280600,58
Captain Save a Hoe (feat. The Click. D-Shot. B-Legit & Suga T),1993,0.753,0.514,-12.235,0.26,0.0612,0,0.292,0.563,166.015,287600,36
Down 4 Whateva,1993,0.688,0.719,-6.038,0.0582,0.0363,1.29E-06,0.297,0.653,97.75,287867,24
Suave,1993,0.61,0.677,-9.813,0.0325,0.0614,0,0.232,0.444,103.946,289600,68
ã‚µãƒ•ã‚¡ãƒªãƒ»ãƒŠã‚¤ãƒˆ,1993,0.644,0.817,-9.525,0.0405,0.00541,3.32E-04,0.108,0.673,125.335,294400,25
Lodi Dodi (feat. Nancy Fletcher),1993,0.49,0.763,-3.802,0.108,0.0114,0,0.138,0.632,79.015,301400,54
Doggy Dogg World (feat. The Dramatics & Tha Dogg Pound),1993,0.685,0.686,-6.311,0.292,0.0036,0,0.0959,0.682,94.188,338813,54
No Tears,1994,0.88,0.818,-7.427,0.359,0.0353,0,0.713,0.726,81.93,146280,49
Hold Me. Thrill Me. Kiss Me,1994,0.626,0.553,-7.022,0.026,0.279,0,0.113,0.477,109.403,202333,33
Try Me Out,1994,0.753,0.77,-8.655,0.035,0.0489,3.97E-04,0.251,0.558,130.977,206880,48
Ayer Me Dijo un Ave,1994,0.666,0.187,-18.557,0.0368,0.67,0.0645,0.0873,0.179,123.876,210893,56
Miedo,1994,0.576,0.859,-8.22,0.034,0.0126,8.00E-04,0.341,0.711,130.011,218173,52
The More You Ignore Me. the Closer I Get - 2014 Remaster,1994,0.409,0.66,-9.009,0.0273,0.00428,0.00285,0.14,0.793,173.879,223693,50
Just Like The Wind (94 Flava),1994,0.752,0.934,-9.894,0.0705,0.0802,2.02E-04,0.0662,0.686,113.044,225200,0
Somethin Serious,1994,0.877,0.694,-10.506,0.18,0.132,1.03E-05,0.0742,0.771,97.92,225600,22
Get A Way,1994,0.852,0.864,-10.131,0.0387,0.0334,0.0239,0.0525,0.603,132.999,226773,60
Baby Baby,1994,0.639,0.869,-8.479,0.0311,0.00336,0.002,0.0576,0.562,133.033,228013,55
Call Me,1994,0.667,0.827,-10.869,0.0553,0.0286,0.0135,0.245,0.441,127.993,230600,33
A Girl Like You,1994,0.619,0.781,-7.455,0.0393,0.0243,2.86E-04,0.402,0.533,126.267,236583,63
The Way She Looks At Me,1994,0.681,0.413,-12.559,0.0401,0.024,5.93E-06,0.0452,0.349,124.923,239040,0
Where I Wanna Be Boy,1994,0.734,0.621,-9.819,0.0756,0.0446,7.06E-06,0.401,0.481,94.785,240013,21
Some Kind Of Love,1994,0.631,0.849,-10.295,0.0352,0.0179,0.00362,0.158,0.577,128.1,243933,0
Never Alone,1994,0.697,0.916,-4.512,0.0592,0.0727,3.33E-04,0.615,0.767,128.002,252072,55
Represent,1994,0.702,0.832,-4.964,0.318,0.02,2.80E-06,0.189,0.619,92.362,252600,51
Girl You Hear me Crying,1994,0.64,0.816,-10.808,0.0396,0.0105,3.35E-04,0.231,0.412,122.837,258093,0
Dreams (Will Come Alive),1994,0.701,0.979,-4.861,0.048,0.00328,0.308,0.416,0.612,134.013,263163,61
Foe Tha Love Of $,1994,0.772,0.695,-8.013,0.0735,0.00295,0,0.427,0.643,137.868,272440,0
I Seen a Man Die,1994,0.692,0.674,-5.523,0.292,0.0022,0,0.359,0.5,79.925,272680,53
AviÃ©ntame,1994,0.545,0.916,-9.175,0.0442,0.00308,1.38E-04,0.0494,0.653,130.16,273440,49
Last Goodbye,1994,0.492,0.845,-5.686,0.0442,0.0297,0.00121,0.209,0.495,86.988,275493,13
Then Came You,1994,0.656,0.784,-10.145,0.0955,0.00344,1.13E-04,0.384,0.732,118.761,277027,16
Hand of the Dead Body,1994,0.757,0.737,-5.414,0.244,0.29,0,0.106,0.838,83.226,279013,40
Thuggish Ruggish Bone,1994,0.683,0.74,-6.041,0.0462,0.00228,0,0.238,0.65,129.515,281773,1
No More (I Can't Stand It),1994,0.763,0.791,-11.246,0.0357,0.0102,0.0743,0.271,0.603,137.948,281933,48
Afuera,1994,0.487,0.553,-11.197,0.0425,0.209,2.81E-05,0.0992,0.699,126.043,288600,71
Havin Thangs,1994,0.657,0.523,-12.62,0.272,0.0316,1.53E-06,0.0461,0.512,155.847,288893,34
The World Is Yours,1994,0.678,0.794,-6.186,0.14,0.274,1.68E-06,0.124,0.54,87.374,290573,58
I Wanna Be Down,1994,0.703,0.469,-6.515,0.0415,0.177,0,0.726,0.661,86.038,291667,60
N.Y. State of Mind,1994,0.665,0.91,-4.682,0.223,0.0394,0,0.227,0.887,84.099,293973,66
AquÃ­ No Es AsÃ­,1994,0.616,0.766,-11.095,0.0321,0.0268,1.05E-06,0.329,0.883,105.764,294267,61
High Sidin',1994,0.679,0.558,-7.975,0.0577,0.00163,7.38E-04,0.157,0.293,187.942,296867,17
Flava in Ya Ear Remix (feat. Notorious B.I.G.. L.L. Cool J. Busta Rhymes. Rampage),1994,0.52,0.847,-5.3,0.427,0.272,0,0.325,0.799,177.371,302013,57
Quisiera Ser Alcohol,1994,0.614,0.319,-14.196,0.0282,0.0937,0,0.116,0.259,98.803,311133,50
Grace,1994,0.546,0.865,-5.704,0.0455,0.113,3.08E-05,0.246,0.239,128.014,322147,12
Crimes Of love,1994,0.813,0.55,-12.769,0.0498,0.00327,1.82E-04,0.0688,0.398,125.844,323227,0
90's Girl,1994,0.89,0.523,-7.77,0.0747,0.0557,0,0.0401,0.704,102.313,344216,16
Brokenhearted,1994,0.635,0.33,-11.928,0.0299,0.317,2.70E-05,0.0765,0.29,139.896,352733,38
I Gotta Clean Up,1994,0.709,0.703,-6.615,0.0351,0.136,0,0.15,0.691,84.679,399053,32
I'm Mr. Jody,1994,0.74,0.707,-7.972,0.106,0.0285,1.23E-04,0.0466,0.603,119.217,430107,34
Shimmy Shimmy Ya,1995,0.814,0.481,-5.183,0.245,0.097,3.83E-05,0.0495,0.193,96.252,161400,65
Damage,1995,0.709,0.549,-10.805,0.613,0.0339,0.121,0.128,0.662,98.457,167867,37
Pa' MaytÃ©,1995,0.716,0.871,-7.336,0.0606,0.0287,6.32E-06,0.117,0.967,123.851,188720,60
When Something Is Wrong With My Baby,1995,0.444,0.295,-9.098,0.0296,0.474,7.15E-04,0.0929,0.245,137.529,195867,1
Let's Play House,1995,0.822,0.702,-4.759,0.0755,0.0919,0.00559,0.191,0.804,91.37,204440,52
Dub-I-Dub,1995,0.658,0.96,-6.251,0.0474,0.066,1.38E-05,0.154,0.961,136.005,205000,49
Universal Heart-Beat,1995,0.534,0.814,-7.978,0.0717,0.0359,0.00539,0.721,0.686,127.967,205907,28
æ„›ãŒæ­¢ã¾ã‚‰ãªã„ ~Turn It Into Love~,1995,0.618,0.849,-7.643,0.0432,0.418,0,0.107,0.705,119.152,211427,43
Brooklyn Zoo,1995,0.704,0.701,-8.031,0.46,0.549,0,0.664,0.618,92.032,217507,59
Bring It All to Me - Single Version,1995,0.69,0.528,-8.675,0.0288,0.0349,0,0.0547,0.74,88.032,225867,18
Criminology,1995,0.712,0.726,-6.086,0.182,0.0168,0,0.0869,0.464,97.041,227107,47
Coconut,1995,0.658,0.56,-13.085,0.0618,0.279,7.90E-06,0.0533,0.89,137.393,227840,4
Ironic - 2015 Remaster,1995,0.408,0.582,-8.305,0.0508,0.218,0,0.159,0.365,114.926,230000,70
Only Happy When It Rains,1995,0.511,0.827,-4.55,0.0323,3.77E-05,0.00103,0.208,0.486,121.459,236533,51
Bucktown,1995,0.769,0.836,-4.15,0.244,0.0618,0,0.182,0.651,88.978,237720,58
I Will,1995,0.554,0.22,-13.842,0.0285,0.891,0.00723,0.1,0.582,109.548,244067,0
Treasure of My Heart,1995,0.651,0.848,-7.431,0.0409,0.132,0.00394,0.356,0.774,126.968,245600,26
Ice Cream (feat. Ghostface Killah. Method Man & Cappadonna),1995,0.683,0.902,-7.389,0.291,0.219,7.61E-04,0.226,0.724,90.447,253227,63
Stupid Girl,1995,0.634,0.756,-4.81,0.0332,0.00251,4.41E-04,0.0427,0.661,119.948,258533,47
Sound Bwoy Bureill,1995,0.708,0.305,-14.003,0.817,0.138,3.08E-06,0.139,0.691,174.154,259453,52
Every Little Thing I Do,1995,0.713,0.378,-9.04,0.0298,0.00561,0.00186,0.0845,0.291,99.055,260067,52
La Tierra del Olvido,1995,0.663,0.605,-8.534,0.0588,0.437,0,0.0894,0.836,100.854,265800,58
1979 - Remastered 2012,1995,0.765,0.788,-9.896,0.0332,0.0166,0.588,0.0513,0.964,126.879,266200,74
You Used to Love Me,1995,0.702,0.458,-8.195,0.035,0.247,1.64E-06,0.126,0.678,89.271,269173,58
Fallin' in Love,1995,0.644,0.665,-7.857,0.0456,0.183,6.22E-04,0.0954,0.824,92.928,273720,31
Let It Out,1995,0.699,0.907,-2.803,0.261,0.0285,1.55E-05,0.324,0.703,93.109,281133,23
New York. New York,1995,0.827,0.532,-4.775,0.302,0.0219,2.91E-05,0.127,0.694,87.257,290440,55
Soy 18 With a Bullet,1995,0.72,0.658,-8.318,0.289,0.288,0,0.218,0.727,111.983,295307,30
Heaven & Hell,1995,0.52,0.849,-5.094,0.345,0.412,9.95E-06,0.385,0.563,77.924,296533,43
Soon as I Get Home,1995,0.652,0.498,-6.201,0.0416,0.517,0,0.149,0.321,120.144,324280,57
Experiencia Religiosa,1995,0.64,0.691,-5.824,0.0302,0.631,7.07E-05,0.0521,0.452,111.991,329000,6
I'd Do Anything For Love (But I Won't Do That) - Live From The Beacon Theatre. New York. U.S.A./1995,1995,0.265,0.553,-10.198,0.0702,0.727,0,0.983,0.237,76.114,329400,66
Mo'Murda,1995,0.746,0.727,-8.787,0.147,0.0775,0,0.585,0.517,152.084,344933,0
Dollaz + Sense,1995,0.833,0.64,-5.674,0.219,0.0184,0,0.102,0.465,99.284,352907,53
Concrete Hell,1995,0.49,0.597,-8.185,0.361,0.0468,0,0.321,0.391,77.662,358307,18
I'm Trapped. Pt. 1,1995,0.535,0.473,-14.876,0.0533,0.0166,0,0.0459,0.817,163.926,461946,38
Happy Holidays. Parts 1 & 2,1995,0.339,0.602,-12.926,0.0838,0.434,2.25E-05,0.0518,0.51,104.091,503093,0
Open Up Your Heart,1996,0.666,0.753,-13.193,0.066,6.89E-04,1.27E-04,0.0911,0.445,127.097,83093,0
Share This Moment,1996,0.659,0.597,-13.407,0.0575,0.00144,7.48E-04,0.128,0.442,127.046,90667,0
One Track Mind,1996,0.795,0.8,-5.585,0.131,0.00126,1.45E-05,0.0382,0.654,110.955,121783,0
Easy Livin',1996,0.247,0.8,-10.173,0.0986,4.83E-05,0.0535,0.074,0.516,160.326,154973,1
Bring Me Back,1996,0.715,0.81,-11.809,0.0814,5.81E-04,2.52E-06,0.109,0.347,127.018,171907,0
You Make Me Feel Like Dancing - Remastered,1996,0.758,0.55,-11.776,0.0383,0.0716,1.40E-05,0.0889,0.833,95.686,173067,44
Got to Have Your Love,1996,0.789,0.817,-7.199,0.0679,0.108,0.00779,0.06,0.952,110.099,181081,0
Pimp Tha Pen,1996,0.832,0.54,-8.309,0.334,0.0707,0,0.438,0.561,138.8,193560,44
Sailin Da South,1996,0.715,0.553,-10.11,0.252,0.0155,2.14E-05,0.212,0.429,135.916,204107,38
I Give You My Heart,1996,0.744,0.933,-4.875,0.0329,0.0027,3.15E-04,0.114,0.911,145.977,215067,4
Coco Jamboo - Radio Version,1996,0.832,0.838,-5.414,0.0421,0.0791,0,0.152,0.965,100.019,218733,18
Bailando - Video Edit,1996,0.649,0.955,-7.817,0.0388,0.0941,0.00899,0.108,0.83,132.993,229627,59
Fish (feat. Raekwon & Cappadonna),1996,0.728,0.723,-7.441,0.271,0.024,3.71E-05,0.306,0.586,86.003,230467,48
Po Pimp,1996,0.81,0.428,-14.248,0.272,0.0623,0,0.116,0.649,142.075,234827,51
I Can't Live Without You,1996,0.705,0.718,-7.561,0.0429,2.20E-04,0.361,0.302,0.655,121.982,242133,0
Barely Breathing,1996,0.482,0.807,-6.976,0.0457,0.0281,0,0.177,0.516,187.918,254547,58
X,1996,0.935,0.608,-5.583,0.233,0.102,0,0.0891,0.829,96.913,255547,61
Fu-Gee-La,1996,0.682,0.505,-11.709,0.138,0.137,0,0.234,0.4,89.954,260067,10
Vapors,1996,0.746,0.831,-3.781,0.252,0.0183,0,0.0814,0.701,89.977,261267,34
Nobody (feat. Athena Cage),1996,0.699,0.492,-9.449,0.0318,0.484,0,0.0482,0.388,117.907,264773,62
How Many Mics,1996,0.788,0.522,-13.346,0.447,0.1,1.19E-05,0.479,0.801,82.922,268933,1
Got to Give It Up,1996,0.929,0.86,-2.234,0.0826,0.0334,1.87E-04,0.274,0.908,109.969,279800,0
Real Love (Spanish),1996,0.753,0.868,-9.618,0.0339,0.00152,0.713,0.345,0.691,125.953,281707,15
Freak with Me,1996,0.761,0.496,-8.657,0.131,0.00473,0,0.245,0.384,93.762,284507,25
Dinah,1996,0.792,0.627,-7.348,0.134,0.338,1.29E-06,0.122,0.848,91.082,299680,26
Just a Touch,1996,0.813,0.626,-8.502,0.0378,0.0352,0.0472,0.0946,0.905,104.345,303693,36
Mr. Ice Cream Man,1996,0.806,0.666,-5.755,0.117,0.026,0,0.72,0.571,131.939,307933,42
Bout It. Bout It II,1996,0.484,0.69,-6.339,0.316,0.00757,0,0.181,0.657,80.862,308973,44
O Come All Ye Faithful,1996,0.605,0.837,-6.631,0.0592,0.42,5.36E-06,0.102,0.527,97.191,318400,38
The Best Man I Can Be,1996,0.662,0.536,-7.715,0.0662,0.516,0,0.0937,0.305,111.86,389880,35
There She Goes,1997,0.498,0.789,-5.724,0.0319,8.56E-04,5.83E-06,0.104,0.455,120.176,164280,63
La Sirena,1997,0.765,0.858,-5.881,0.034,0.313,1.91E-04,0.0396,0.961,100.358,165591,1
Pass Me Da Green,1997,0.645,0.458,-8.064,0.176,5.06E-04,0,0.108,0.207,145.963,185467,50
Control Machete,1997,0.583,0.847,-9.945,0.298,0.0675,1.17E-05,0.206,0.443,155.478,191067,40
Feel so Good,1997,0.821,0.703,-8.464,0.24,0.192,0,0.0816,0.536,105.154,203627,64
No Puedo Estar Sin Ti,1997,0.63,0.717,-16.142,0.0449,0.0464,0.399,0.119,0.488,128.05,212840,49
Asi Son Mis Dias,1997,0.689,0.477,-9.603,0.0468,0.0125,0.0757,0.671,0.44,79.463,214707,45
After Dollars. No Cents,1997,0.876,0.734,-4.361,0.21,8.12E-04,0,0.0515,0.666,143.865,214920,27
Comprendes. Mendes?,1997,0.84,0.714,-7.031,0.212,5.15E-04,0.0479,0.408,0.34,93.998,215267,60
Can't Nobody Hold Me Down (feat. Mase),1997,0.928,0.771,-5.935,0.251,0.102,1.07E-05,0.338,0.679,93.987,231160,59
Burbons And Lacs,1997,0.926,0.453,-5.921,0.109,8.62E-04,5.95E-05,0.124,0.393,138.004,249933,54
Lookin' at Me (feat. Puff Daddy),1997,0.743,0.516,-8.27,0.397,0.028,1.89E-05,0.273,0.614,188.247,255160,47
Into My Arms - 2011 Remastered Version,1997,0.484,0.0874,-17.796,0.0394,0.894,0.154,0.11,0.219,94.163,256120,65
I'll Be,1997,0.371,0.609,-5.524,0.0295,0.386,0,0.104,0.426,136.526,266533,70
It's All About the Benjamins (feat. The Notorious B.I.G.. Lil' Kim & The Lox) - Remix,1997,0.856,0.696,-3.51,0.226,0.0405,8.75E-06,0.0901,0.718,89.738,278200,53
Firestarter,1997,0.534,0.946,-5.167,0.0793,0.00339,0.442,0.164,0.379,141.517,279800,64
Handle the Vibe,1997,0.618,0.593,-7.016,0.104,0.056,0,0.409,0.333,188.162,280827,39
Mary Jane,1997,0.402,0.488,-9.37,0.179,0.0146,5.73E-06,0.0429,0.37,79.821,281067,30
Sweet. Sweet Spirit,1997,0.586,0.507,-8.184,0.0389,0.769,0,0.172,0.388,119.77,294227,26
Victory (feat. The Notorious B.I.G. & Busta Rhymes),1997,0.609,0.731,-6.846,0.322,0.397,0,0.664,0.685,91.778,296267,58
Stop Hatin,1997,0.658,0.731,-7.275,0.269,0.00917,0,0.172,0.519,189.919,304080,31
Smartz,1997,0.88,0.456,-10.904,0.335,0.0278,0,0.595,0.588,81.95,305400,31
I'll Be All You'll Ever Need,1997,0.72,0.814,-8.195,0.0546,0.00794,2.90E-04,0.0619,0.77,123.551,324360,27
I Miss My Homies,1997,0.828,0.657,-6.958,0.201,0.0981,0,0.408,0.613,125.567,325760,41
Been Around the World (feat. The Notorious B.I.G. & Mase),1997,0.815,0.529,-10.117,0.28,0.0191,0,0.406,0.73,99.439,325933,58
They're Playing Our Song,1997,0.855,0.582,-9.311,0.0545,0.0357,0.792,0.0574,0.811,123.94,335707,36
Return of the Mack - C&J Extended Mix,1997,0.762,0.802,-7.363,0.0892,0.00723,1.01E-05,0.313,0.413,95.426,441507,49
I Fought the Law - Single Version,1998,0.593,0.804,-5.497,0.0319,0.105,2.22E-06,0.047,0.962,148.959,138360,56
Diamond & Gold,1998,0.875,0.597,-8.141,0.293,1.79E-04,0,0.317,0.339,87.191,179107,12
Boom. Boom. Boom. Boom!!,1998,0.8,0.894,-7.346,0.04,0.0108,0.437,0.0285,0.967,138.48,201840,62
Inside Out,1998,0.483,0.818,-7.666,0.0444,0.114,0,0.367,0.691,175.668,219467,65
My Favorite Things (feat. Anita Baker),1998,0.359,0.311,-14.147,0.0459,0.865,5.00E-06,0.104,0.483,82.231,223840,35
We like to Party! (Six Flags),1998,0.785,0.905,-7.929,0.0449,0.00803,0.859,0.046,0.969,136.018,224227,51
Small Time,1998,0.742,0.769,-7.502,0.236,0.00452,8.95E-06,0.328,0.621,92.178,229307,18
18 and Life,1998,0.457,0.794,-6.624,0.0298,3.84E-04,7.26E-05,0.131,0.354,90.439,231280,59
